ID,CheckHP,CheckAtk,CheckDef,CheckWeight,CheckSpeed,CheckIAS,CheckCRT,CheckMLT,CheckMDK,CheckMFE,CheckMWR,CheckMTR,CheckRLT,CheckRDK,CheckRFE,CheckRWR,CheckRTR,CheckBlood,CheckSkillUp,CheckBounsSkill
2060,V,,,,,V,V,V,,,V,,,,,,,V,,
2061,V,,,,,V,V,V,,,,V,,,,,,V,,
2062,V,,,,,V,V,,V,V,V,,,,,,,,,
2063,V,,,,,V,V,,V,V,,V,,,,,,,,
2064,V,,,,,V,V,,V,V,,,,,,,,V,,
2065,V,,,,,V,V,,V,,V,V,,,,,,,,
2066,V,,,,,V,V,,V,,V,,,,,,,V,,
2067,V,,,,,V,V,,V,,,V,,,,,,V,,
2068,V,,,,,V,V,,,V,V,V,,,,,,,,
2069,V,,,,,V,V,,,V,V,,,,,,,V,,
2070,V,,,,,V,V,,,V,,V,,,,,,V,,
2071,V,,,,,V,V,,,,V,V,,,,,,V,,
2072,V,,,,,V,,V,V,V,V,,,,,,,,,
2073,V,,,,,V,,V,V,V,,V,,,,,,,,
2074,V,,,,,V,,V,V,V,,,,,,,,V,,
2075,V,,,,,V,,V,V,,V,V,,,,,,,,
2076,V,,,,,V,,V,V,,V,,,,,,,V,,
2077,V,,,,,V,,V,V,,,V,,,,,,V,,
2078,V,,,,,V,,V,,V,V,V,,,,,,,,
2079,V,,,,,V,,V,,V,V,,,,,,,V,,
2080,V,,,,,V,,V,,V,,V,,,,,,V,,
2081,V,,,,,V,,V,,,V,V,,,,,,V,,
2082,V,,,,,V,,,V,V,V,V,,,,,,,,
2083,V,,,,,V,,,V,V,V,,,,,,,V,,
2084,V,,,,,V,,,V,V,,V,,,,,,V,,
2085,V,,,,,V,,,V,,V,V,,,,,,V,,
2086,V,,,,,V,,,,V,V,V,,,,,,V,,
2087,V,,,,,,V,V,V,V,V,,,,,,,,,
2088,V,,,,,,V,V,V,V,,V,,,,,,,,
2089,V,,,,,,V,V,V,V,,,,,,,,V,,
2090,V,,,,,,V,V,V,,V,V,,,,,,,,
2091,V,,,,,,V,V,V,,V,,,,,,,V,,
2092,V,,,,,,V,V,V,,,V,,,,,,V,,
2093,V,,,,,,V,V,,V,V,V,,,,,,,,
2094,V,,,,,,V,V,,V,V,,,,,,,V,,
2095,V,,,,,,V,V,,V,,V,,,,,,V,,
2096,V,,,,,,V,V,,,V,V,,,,,,V,,
2097,V,,,,,,V,,V,V,V,V,,,,,,,,
2098,V,,,,,,V,,V,V,V,,,,,,,V,,
2099,V,,,,,,V,,V,V,,V,,,,,,V,,
2100,V,,,,,,V,,V,,V,V,,,,,,V,,
2101,V,,,,,,V,,,V,V,V,,,,,,V,,
2102,V,,,,,,,V,V,V,V,V,,,,,,,,
2103,V,,,,,,,V,V,V,V,,,,,,,V,,
2104,V,,,,,,,V,V,V,,V,,,,,,V,,
2105,V,,,,,,,V,V,,V,V,,,,,,V,,
2106,V,,,,,,,V,,V,V,V,,,,,,V,,
2107,V,,,,,,,,V,V,V,V,,,,,,V,,
2108,,V,V,,,V,V,V,V,,,,,,,,,,,
2109,,V,V,,,V,V,V,,V,,,,,,,,,,
2110,,V,V,,,V,V,V,,,V,,,,,,,,,
2111,,V,V,,,V,V,V,,,,V,,,,,,,,
2112,,V,V,,,V,V,V,,,,,,,,,,V,,
2113,,V,V,,,V,V,,V,V,,,,,,,,,,
2114,,V,V,,,V,V,,V,,V,,,,,,,,,
2115,,V,V,,,V,V,,V,,,V,,,,,,,,
2116,,V,V,,,V,V,,V,,,,,,,,,V,,
2117,,V,V,,,V,V,,,V,V,,,,,,,,,
2118,,V,V,,,V,V,,,V,,V,,,,,,,,
2119,,V,V,,,V,V,,,V,,,,,,,,V,,
2120,,V,V,,,V,V,,,,V,V,,,,,,,,
2121,,V,V,,,V,V,,,,V,,,,,,,V,,
2122,,V,V,,,V,V,,,,,V,,,,,,V,,
2123,,V,V,,,V,,V,V,V,,,,,,,,,,
2124,,V,V,,,V,,V,V,,V,,,,,,,,,
2125,,V,V,,,V,,V,V,,,V,,,,,,,,
2126,,V,V,,,V,,V,V,,,,,,,,,V,,
2127,,V,V,,,V,,V,,V,V,,,,,,,,,
2128,,V,V,,,V,,V,,V,,V,,,,,,,,
2129,,V,V,,,V,,V,,V,,,,,,,,V,,
2130,,V,V,,,V,,V,,,V,V,,,,,,,,
2131,,V,V,,,V,,V,,,V,,,,,,,V,,
2132,,V,V,,,V,,V,,,,V,,,,,,V,,
2133,,V,V,,,V,,,V,V,V,,,,,,,,,
2134,,V,V,,,V,,,V,V,,V,,,,,,,,
2135,,V,V,,,V,,,V,V,,,,,,,,V,,
2136,,V,V,,,V,,,V,,V,V,,,,,,,,
2137,,V,V,,,V,,,V,,V,,,,,,,V,,
2138,,V,V,,,V,,,V,,,V,,,,,,V,,
2139,,V,V,,,V,,,,V,V,V,,,,,,,,
2140,,V,V,,,V,,,,V,V,,,,,,,V,,
2141,,V,V,,,V,,,,V,,V,,,,,,V,,
2142,,V,V,,,V,,,,,V,V,,,,,,V,,
2143,,V,V,,,,V,V,V,V,,,,,,,,,,
2144,,V,V,,,,V,V,V,,V,,,,,,,,,
2145,,V,V,,,,V,V,V,,,V,,,,,,,,
2146,,V,V,,,,V,V,V,,,,,,,,,V,,
2147,,V,V,,,,V,V,,V,V,,,,,,,,,
2148,,V,V,,,,V,V,,V,,V,,,,,,,,
2149,,V,V,,,,V,V,,V,,,,,,,,V,,
2150,,V,V,,,,V,V,,,V,V,,,,,,,,
2151,,V,V,,,,V,V,,,V,,,,,,,V,,
2152,,V,V,,,,V,V,,,,V,,,,,,V,,
2153,,V,V,,,,V,,V,V,V,,,,,,,,,
2154,,V,V,,,,V,,V,V,,V,,,,,,,,
2155,,V,V,,,,V,,V,V,,,,,,,,V,,
2156,,V,V,,,,V,,V,,V,V,,,,,,,,
2157,,V,V,,,,V,,V,,V,,,,,,,V,,
2158,,V,V,,,,V,,V,,,V,,,,,,V,,
2159,,V,V,,,,V,,,V,V,V,,,,,,,,
2160,,V,V,,,,V,,,V,V,,,,,,,V,,
2161,,V,V,,,,V,,,V,,V,,,,,,V,,
2162,,V,V,,,,V,,,,V,V,,,,,,V,,
2163,,V,V,,,,,V,V,V,V,,,,,,,,,
2164,,V,V,,,,,V,V,V,,V,,,,,,,,
2165,,V,V,,,,,V,V,V,,,,,,,,V,,
2166,,V,V,,,,,V,V,,V,V,,,,,,,,
2167,,V,V,,,,,V,V,,V,,,,,,,V,,
2168,,V,V,,,,,V,V,,,V,,,,,,V,,
2169,,V,V,,,,,V,,V,V,V,,,,,,,,
2170,,V,V,,,,,V,,V,V,,,,,,,V,,
2171,,V,V,,,,,V,,V,,V,,,,,,V,,
2172,,V,V,,,,,V,,,V,V,,,,,,V,,
2173,,V,V,,,,,,V,V,V,V,,,,,,,,
2174,,V,V,,,,,,V,V,V,,,,,,,V,,
2175,,V,V,,,,,,V,V,,V,,,,,,V,,
2176,,V,V,,,,,,V,,V,V,,,,,,V,,
2177,,V,V,,,,,,,V,V,V,,,,,,V,,
2178,,V,,,,V,V,V,V,V,,,,,,,,,,
2179,,V,,,,V,V,V,V,,V,,,,,,,,,
2180,,V,,,,V,V,V,V,,,V,,,,,,,,
2181,,V,,,,V,V,V,V,,,,,,,,,V,,
2182,,V,,,,V,V,V,,V,V,,,,,,,,,
2183,,V,,,,V,V,V,,V,,V,,,,,,,,
2184,,V,,,,V,V,V,,V,,,,,,,,V,,
2185,,V,,,,V,V,V,,,V,V,,,,,,,,
2186,,V,,,,V,V,V,,,V,,,,,,,V,,
2187,,V,,,,V,V,V,,,,V,,,,,,V,,
2188,,V,,,,V,V,,V,V,V,,,,,,,,,
2189,,V,,,,V,V,,V,V,,V,,,,,,,,
2190,,V,,,,V,V,,V,V,,,,,,,,V,,
2191,,V,,,,V,V,,V,,V,V,,,,,,,,
2192,,V,,,,V,V,,V,,V,,,,,,,V,,
2193,,V,,,,V,V,,V,,,V,,,,,,V,,
2194,,V,,,,V,V,,,V,V,V,,,,,,,,
2195,,V,,,,V,V,,,V,V,,,,,,,V,,
2196,,V,,,,V,V,,,V,,V,,,,,,V,,
2197,,V,,,,V,V,,,,V,V,,,,,,V,,
2198,,V,,,,V,,V,V,V,V,,,,,,,,,
2199,,V,,,,V,,V,V,V,,V,,,,,,,,
2200,,V,,,,V,,V,V,V,,,,,,,,V,,
2201,,V,,,,V,,V,V,,V,V,,,,,,,,
2202,,V,,,,V,,V,V,,V,,,,,,,V,,
2203,,V,,,,V,,V,V,,,V,,,,,,V,,
2204,,V,,,,V,,V,,V,V,V,,,,,,,,
2205,,V,,,,V,,V,,V,V,,,,,,,V,,
2206,,V,,,,V,,V,,V,,V,,,,,,V,,
2207,,V,,,,V,,V,,,V,V,,,,,,V,,
2208,,V,,,,V,,,V,V,V,V,,,,,,,,
2209,,V,,,,V,,,V,V,V,,,,,,,V,,
2210,,V,,,,V,,,V,V,,V,,,,,,V,,
2211,,V,,,,V,,,V,,V,V,,,,,,V,,
2212,,V,,,,V,,,,V,V,V,,,,,,V,,
2213,,V,,,,,V,V,V,V,V,,,,,,,,,
2214,,V,,,,,V,V,V,V,,V,,,,,,,,
2215,,V,,,,,V,V,V,V,,,,,,,,V,,
2216,,V,,,,,V,V,V,,V,V,,,,,,,,
2217,,V,,,,,V,V,V,,V,,,,,,,V,,
2218,,V,,,,,V,V,V,,,V,,,,,,V,,
2219,,V,,,,,V,V,,V,V,V,,,,,,,,
2220,,V,,,,,V,V,,V,V,,,,,,,V,,
2221,,V,,,,,V,V,,V,,V,,,,,,V,,
2222,,V,,,,,V,V,,,V,V,,,,,,V,,
2223,,V,,,,,V,,V,V,V,V,,,,,,,,
2224,,V,,,,,V,,V,V,V,,,,,,,V,,
2225,,V,,,,,V,,V,V,,V,,,,,,V,,
2226,,V,,,,,V,,V,,V,V,,,,,,V,,
2227,,V,,,,,V,,,V,V,V,,,,,,V,,
2228,,V,,,,,,V,V,V,V,V,,,,,,,,
2229,,V,,,,,,V,V,V,V,,,,,,,V,,
2230,,V,,,,,,V,V,V,,V,,,,,,V,,
2231,,V,,,,,,V,V,,V,V,,,,,,V,,
2232,,V,,,,,,V,,V,V,V,,,,,,V,,
2233,,V,,,,,,,V,V,V,V,,,,,,V,,
2234,,,V,,,V,V,V,V,V,,,,,,,,,,
2235,,,V,,,V,V,V,V,,V,,,,,,,,,
2236,,,V,,,V,V,V,V,,,V,,,,,,,,
2237,,,V,,,V,V,V,V,,,,,,,,,V,,
2238,,,V,,,V,V,V,,V,V,,,,,,,,,
2239,,,V,,,V,V,V,,V,,V,,,,,,,,
2240,,,V,,,V,V,V,,V,,,,,,,,V,,
2241,,,V,,,V,V,V,,,V,V,,,,,,,,
2242,,,V,,,V,V,V,,,V,,,,,,,V,,
2243,,,V,,,V,V,V,,,,V,,,,,,V,,
2244,,,V,,,V,V,,V,V,V,,,,,,,,,
2245,,,V,,,V,V,,V,V,,V,,,,,,,,
2246,,,V,,,V,V,,V,V,,,,,,,,V,,
2247,,,V,,,V,V,,V,,V,V,,,,,,,,
2248,,,V,,,V,V,,V,,V,,,,,,,V,,
2249,,,V,,,V,V,,V,,,V,,,,,,V,,
2250,,,V,,,V,V,,,V,V,V,,,,,,,,
2251,,,V,,,V,V,,,V,V,,,,,,,V,,
2252,,,V,,,V,V,,,V,,V,,,,,,V,,
2253,,,V,,,V,V,,,,V,V,,,,,,V,,
2254,,,V,,,V,,V,V,V,V,,,,,,,,,
2255,,,V,,,V,,V,V,V,,V,,,,,,,,
2256,,,V,,,V,,V,V,V,,,,,,,,V,,
2257,,,V,,,V,,V,V,,V,V,,,,,,,,
2258,,,V,,,V,,V,V,,V,,,,,,,V,,
2259,,,V,,,V,,V,V,,,V,,,,,,V,,
2260,,,V,,,V,,V,,V,V,V,,,,,,,,
2261,,,V,,,V,,V,,V,V,,,,,,,V,,
2262,,,V,,,V,,V,,V,,V,,,,,,V,,
2263,,,V,,,V,,V,,,V,V,,,,,,V,,
2264,,,V,,,V,,,V,V,V,V,,,,,,,,
2265,,,V,,,V,,,V,V,V,,,,,,,V,,
2266,,,V,,,V,,,V,V,,V,,,,,,V,,
2267,,,V,,,V,,,V,,V,V,,,,,,V,,
2268,,,V,,,V,,,,V,V,V,,,,,,V,,
2269,,,V,,,,V,V,V,V,V,,,,,,,,,
2270,,,V,,,,V,V,V,V,,V,,,,,,,,
2271,,,V,,,,V,V,V,V,,,,,,,,V,,
2272,,,V,,,,V,V,V,,V,V,,,,,,,,
2273,,,V,,,,V,V,V,,V,,,,,,,V,,
2274,,,V,,,,V,V,V,,,V,,,,,,V,,
2275,,,V,,,,V,V,,V,V,V,,,,,,,,
2276,,,V,,,,V,V,,V,V,,,,,,,V,,
2277,,,V,,,,V,V,,V,,V,,,,,,V,,
2278,,,V,,,,V,V,,,V,V,,,,,,V,,
2279,,,V,,,,V,,V,V,V,V,,,,,,,,
2280,,,V,,,,V,,V,V,V,,,,,,,V,,
2281,,,V,,,,V,,V,V,,V,,,,,,V,,
2282,,,V,,,,V,,V,,V,V,,,,,,V,,
2283,,,V,,,,V,,,V,V,V,,,,,,V,,
2284,,,V,,,,,V,V,V,V,V,,,,,,,,
2285,,,V,,,,,V,V,V,V,,,,,,,V,,
2286,,,V,,,,,V,V,V,,V,,,,,,V,,
2287,,,V,,,,,V,V,,V,V,,,,,,V,,
2288,,,V,,,,,V,,V,V,V,,,,,,V,,
2289,,,V,,,,,,V,V,V,V,,,,,,V,,
2290,,,,,,V,V,V,V,V,V,,,,,,,,,
2291,,,,,,V,V,V,V,V,,V,,,,,,,,
2292,,,,,,V,V,V,V,V,,,,,,,,V,,
2293,,,,,,V,V,V,V,,V,V,,,,,,,,
2294,,,,,,V,V,V,V,,V,,,,,,,V,,
2295,,,,,,V,V,V,V,,,V,,,,,,V,,
2296,,,,,,V,V,V,,V,V,V,,,,,,,,
2297,,,,,,V,V,V,,V,V,,,,,,,V,,
2298,,,,,,V,V,V,,V,,V,,,,,,V,,
2299,,,,,,V,V,V,,,V,V,,,,,,V,,
2300,,,,,,V,V,,V,V,V,V,,,,,,,,
2301,,,,,,V,V,,V,V,V,,,,,,,V,,
2302,,,,,,V,V,,V,V,,V,,,,,,V,,
2303,,,,,,V,V,,V,,V,V,,,,,,V,,
2304,,,,,,V,V,,,V,V,V,,,,,,V,,
2305,,,,,,V,,V,V,V,V,V,,,,,,,,
2306,,,,,,V,,V,V,V,V,,,,,,,V,,
2307,,,,,,V,,V,V,V,,V,,,,,,V,,
2308,,,,,,V,,V,V,,V,V,,,,,,V,,
2309,,,,,,V,,V,,V,V,V,,,,,,V,,
2310,,,,,,V,,,V,V,V,V,,,,,,V,,
2311,,,,,,,V,V,V,V,V,V,,,,,,,,
2312,,,,,,,V,V,V,V,V,,,,,,,V,,
2313,,,,,,,V,V,V,V,,V,,,,,,V,,
2314,,,,,,,V,V,V,,V,V,,,,,,V,,
2315,,,,,,,V,V,,V,V,V,,,,,,V,,
2316,,,,,,,V,,V,V,V,V,,,,,,V,,
2317,,,,,,,,V,V,V,V,V,,,,,,V,,
2318,V,V,,,,,V,,,,,,,,,,,,,
2319,V,V,,,,,,V,,,,,,,,,,,,
2320,V,V,,,,,,,V,,,,,,,,,,,
2321,V,V,,,,,,,,V,,,,,,,,,,
2322,V,V,,,,,,,,,V,,,,,,,,,
2323,V,V,,,,,,,,,,V,,,,,,,,
2324,V,V,,,,,,,,,,,,,,,,,V,
2325,V,,,,,,V,V,,,,,,,,,,,,
2326,V,,,,,,V,,V,,,,,,,,,,,
2327,V,,,,,,V,,,V,,,,,,,,,,
2328,V,,,,,,V,,,,V,,,,,,,,,
2329,V,,,,,,V,,,,,V,,,,,,,,
2330,V,,,,,,V,,,,,,,,,,,,V,
2331,V,,,,,,,V,V,,,,,,,,,,,
2332,V,,,,,,,V,,V,,,,,,,,,,
2333,V,,,,,,,V,,,V,,,,,,,,,
2334,V,,,,,,,V,,,,V,,,,,,,,
2335,V,,,,,,,V,,,,,,,,,,,V,
2336,V,,,,,,,,V,V,,,,,,,,,,
2337,V,,,,,,,,V,,V,,,,,,,,,
2338,V,,,,,,,,V,,,V,,,,,,,,
2339,V,,,,,,,,V,,,,,,,,,,V,
2340,V,,,,,,,,,V,V,,,,,,,,,
2341,V,,,,,,,,,V,,V,,,,,,,,
2342,V,,,,,,,,,V,,,,,,,,,V,
2343,V,,,,,,,,,,V,V,,,,,,,,
2344,V,,,,,,,,,,V,,,,,,,,V,
2345,V,,,,,,,,,,,V,,,,,,,V,
2346,,V,,,,,V,V,,,,,,,,,,,,
2347,,V,,,,,V,,V,,,,,,,,,,,
2348,,V,,,,,V,,,V,,,,,,,,,,
2349,,V,,,,,V,,,,V,,,,,,,,,
2350,,V,,,,,V,,,,,V,,,,,,,,
2351,,V,,,,,V,,,,,,,,,,,,V,
2352,,V,,,,,,V,V,,,,,,,,,,,
2353,,V,,,,,,V,,V,,,,,,,,,,
2354,,V,,,,,,V,,,V,,,,,,,,,
2355,,V,,,,,,V,,,,V,,,,,,,,
2356,,V,,,,,,V,,,,,,,,,,,V,
2357,,V,,,,,,,V,V,,,,,,,,,,
2358,,V,,,,,,,V,,V,,,,,,,,,
2359,,V,,,,,,,V,,,V,,,,,,,,
2360,,V,,,,,,,V,,,,,,,,,,V,
2361,,V,,,,,,,,V,V,,,,,,,,,
2362,,V,,,,,,,,V,,V,,,,,,,,
2363,,V,,,,,,,,V,,,,,,,,,V,
2364,,V,,,,,,,,,V,V,,,,,,,,
2365,,V,,,,,,,,,V,,,,,,,,V,
2366,,V,,,,,,,,,,V,,,,,,,V,
2367,,,,,,,V,V,V,,,,,,,,,,,
2368,,,,,,,V,V,,V,,,,,,,,,,
2369,,,,,,,V,V,,,V,,,,,,,,,
2370,,,,,,,V,V,,,,V,,,,,,,,
2371,,,,,,,V,V,,,,,,,,,,,V,
2372,,,,,,,V,,V,V,,,,,,,,,,
2373,,,,,,,V,,V,,V,,,,,,,,,
2374,,,,,,,V,,V,,,V,,,,,,,,
2375,,,,,,,V,,V,,,,,,,,,,V,
2376,,,,,,,V,,,V,V,,,,,,,,,
2377,,,,,,,V,,,V,,V,,,,,,,,
2378,,,,,,,V,,,V,,,,,,,,,V,
2379,,,,,,,V,,,,V,V,,,,,,,,
2380,,,,,,,V,,,,V,,,,,,,,V,
2381,,,,,,,V,,,,,V,,,,,,,V,
2382,,,,,,,,V,V,V,,,,,,,,,,
2383,,,,,,,,V,V,,V,,,,,,,,,
2384,,,,,,,,V,V,,,V,,,,,,,,
2385,,,,,,,,V,V,,,,,,,,,,V,
2386,,,,,,,,V,,V,V,,,,,,,,,
2387,,,,,,,,V,,V,,V,,,,,,,,
2388,,,,,,,,V,,V,,,,,,,,,V,
2389,,,,,,,,V,,,V,V,,,,,,,,
2390,,,,,,,,V,,,V,,,,,,,,V,
2391,,,,,,,,V,,,,V,,,,,,,V,
2392,,,,,,,,,V,V,V,,,,,,,,,
2393,,,,,,,,,V,V,,V,,,,,,,,
2394,,,,,,,,,V,V,,,,,,,,,V,
2395,,,,,,,,,V,,V,V,,,,,,,,
2396,,,,,,,,,V,,V,,,,,,,,V,
2397,,,,,,,,,V,,,V,,,,,,,V,
2398,,,,,,,,,,V,V,V,,,,,,,,
2399,,,,,,,,,,V,V,,,,,,,,V,
2400,,,,,,,,,,V,,V,,,,,,,V,
2401,,,,,,,,,,,V,V,,,,,,,V,
2402,V,V,,,,,V,V,,,,,,,,,,,,
2403,V,V,,,,,V,,V,,,,,,,,,,,
2404,V,V,,,,,V,,,V,,,,,,,,,,
2405,V,V,,,,,V,,,,V,,,,,,,,,
2406,V,V,,,,,V,,,,,V,,,,,,,,
2407,V,V,,,,,,V,V,,,,,,,,,,,
2408,V,V,,,,,,V,,V,,,,,,,,,,
2409,V,V,,,,,,V,,,V,,,,,,,,,
2410,V,V,,,,,,V,,,,V,,,,,,,,
2411,V,V,,,,,,,V,V,,,,,,,,,,
2412,V,V,,,,,,,V,,V,,,,,,,,,
2413,V,V,,,,,,,V,,,V,,,,,,,,
2414,V,V,,,,,,,,V,V,,,,,,,,,
2415,V,V,,,,,,,,V,,V,,,,,,,,
2416,V,V,,,,,,,,,V,V,,,,,,,,
2417,V,,,,,,V,V,V,,,,,,,,,,,
2418,V,,,,,,V,V,,V,,,,,,,,,,
2419,V,,,,,,V,V,,,V,,,,,,,,,
2420,V,,,,,,V,V,,,,V,,,,,,,,
2421,V,,,,,,V,,V,V,,,,,,,,,,
2422,V,,,,,,V,,V,,V,,,,,,,,,
2423,V,,,,,,V,,V,,,V,,,,,,,,
2424,V,,,,,,V,,,V,V,,,,,,,,,
2425,V,,,,,,V,,,V,,V,,,,,,,,
2426,V,,,,,,V,,,,V,V,,,,,,,,
2427,V,,,,,,,V,V,V,,,,,,,,,,
2428,V,,,,,,,V,V,,V,,,,,,,,,
2429,V,,,,,,,V,V,,,V,,,,,,,,
2430,V,,,,,,,V,,V,V,,,,,,,,,
2431,V,,,,,,,V,,V,,V,,,,,,,,
2432,V,,,,,,,V,,,V,V,,,,,,,,
2433,V,,,,,,,,V,V,V,,,,,,,,,
2434,V,,,,,,,,V,V,,V,,,,,,,,
2435,V,,,,,,,,V,,V,V,,,,,,,,
2436,V,,,,,,,,,V,V,V,,,,,,,,
2437,,V,,,,,V,V,V,,,,,,,,,,,
2438,,V,,,,,V,V,,V,,,,,,,,,,
2439,,V,,,,,V,V,,,V,,,,,,,,,
2440,,V,,,,,V,V,,,,V,,,,,,,,
2441,,V,,,,,V,,V,V,,,,,,,,,,
2442,,V,,,,,V,,V,,V,,,,,,,,,
2443,,V,,,,,V,,V,,,V,,,,,,,,
2444,,V,,,,,V,,,V,V,,,,,,,,,
2445,,V,,,,,V,,,V,,V,,,,,,,,
2446,,V,,,,,V,,,,V,V,,,,,,,,
2447,,V,,,,,,V,V,V,,,,,,,,,,
2448,,V,,,,,,V,V,,V,,,,,,,,,
2449,,V,,,,,,V,V,,,V,,,,,,,,
2450,,V,,,,,,V,,V,V,,,,,,,,,
2451,,V,,,,,,V,,V,,V,,,,,,,,
2452,,V,,,,,,V,,,V,V,,,,,,,,
2453,,V,,,,,,,V,V,V,,,,,,,,,
2454,,V,,,,,,,V,V,,V,,,,,,,,
2455,,V,,,,,,,V,,V,V,,,,,,,,
2456,,V,,,,,,,,V,V,V,,,,,,,,
2457,,,,,,,V,V,V,V,,,,,,,,,,
2458,,,,,,,V,V,V,,V,,,,,,,,,
2459,,,,,,,V,V,V,,,V,,,,,,,,
2460,,,,,,,V,V,,V,V,,,,,,,,,
2461,,,,,,,V,V,,V,,V,,,,,,,,
2462,,,,,,,V,V,,,V,V,,,,,,,,
2463,,,,,,,V,,V,V,V,,,,,,,,,
2464,,,,,,,V,,V,V,,V,,,,,,,,
2465,,,,,,,V,,V,,V,V,,,,,,,,
2466,,,,,,,V,,,V,V,V,,,,,,,,
2467,,,,,,,,V,V,V,V,,,,,,,,,
2468,,,,,,,,V,V,V,,V,,,,,,,,
2469,,,,,,,,V,V,,V,V,,,,,,,,
2470,,,,,,,,V,,V,V,V,,,,,,,,
2471,,,,,,,,,V,V,V,V,,,,,,,,
2472,V,V,,,,,V,V,V,,,,,,,,,,,
2473,V,V,,,,,V,V,,V,,,,,,,,,,
2474,V,V,,,,,V,V,,,V,,,,,,,,,
2475,V,V,,,,,V,V,,,,V,,,,,,,,
2476,V,V,,,,,V,,V,V,,,,,,,,,,
2477,V,V,,,,,V,,V,,V,,,,,,,,,
2478,V,V,,,,,V,,V,,,V,,,,,,,,
2479,V,V,,,,,V,,,V,V,,,,,,,,,
2480,V,V,,,,,V,,,V,,V,,,,,,,,
2481,V,V,,,,,V,,,,V,V,,,,,,,,
2482,V,V,,,,,,V,V,V,,,,,,,,,,
2483,V,V,,,,,,V,V,,V,,,,,,,,,
2484,V,V,,,,,,V,V,,,V,,,,,,,,
2485,V,V,,,,,,V,,V,V,,,,,,,,,
2486,V,V,,,,,,V,,V,,V,,,,,,,,
2487,V,V,,,,,,V,,,V,V,,,,,,,,
2488,V,V,,,,,,,V,V,V,,,,,,,,,
2489,V,V,,,,,,,V,V,,V,,,,,,,,
2490,V,V,,,,,,,V,,V,V,,,,,,,,
2491,V,V,,,,,,,,V,V,V,,,,,,,,
2492,V,,,,,,V,V,V,V,,,,,,,,,,
2493,V,,,,,,V,V,V,,V,,,,,,,,,
2494,V,,,,,,V,V,V,,,V,,,,,,,,
2495,V,,,,,,V,V,,V,V,,,,,,,,,
2496,V,,,,,,V,V,,V,,V,,,,,,,,
2497,V,,,,,,V,V,,,V,V,,,,,,,,
2498,V,,,,,,V,,V,V,V,,,,,,,,,
2499,V,,,,,,V,,V,V,,V,,,,,,,,
2500,V,,,,,,V,,V,,V,V,,,,,,,,
2501,V,,,,,,V,,,V,V,V,,,,,,,,
2502,V,,,,,,,V,V,V,V,,,,,,,,,
2503,V,,,,,,,V,V,V,,V,,,,,,,,
2504,V,,,,,,,V,V,,V,V,,,,,,,,
2505,V,,,,,,,V,,V,V,V,,,,,,,,
2506,V,,,,,,,,V,V,V,V,,,,,,,,
2507,,V,,,,,V,V,V,V,,,,,,,,,,
2508,,V,,,,,V,V,V,,V,,,,,,,,,
2509,,V,,,,,V,V,V,,,V,,,,,,,,
2510,,V,,,,,V,V,,V,V,,,,,,,,,
2511,,V,,,,,V,V,,V,,V,,,,,,,,
2512,,V,,,,,V,V,,,V,V,,,,,,,,
2513,,V,,,,,V,,V,V,V,,,,,,,,,
2514,,V,,,,,V,,V,V,,V,,,,,,,,
2515,,V,,,,,V,,V,,V,V,,,,,,,,
2516,,V,,,,,V,,,V,V,V,,,,,,,,
2517,,V,,,,,,V,V,V,V,,,,,,,,,
2518,,V,,,,,,V,V,V,,V,,,,,,,,
2519,,V,,,,,,V,V,,V,V,,,,,,,,
2520,,V,,,,,,V,,V,V,V,,,,,,,,
2521,,V,,,,,,,V,V,V,V,,,,,,,,
2522,,,,,,,V,V,V,V,V,,,,,,,,,
2523,,,,,,,V,V,V,V,,V,,,,,,,,
2524,,,,,,,V,V,V,,V,V,,,,,,,,
2525,,,,,,,V,V,,V,V,V,,,,,,,,
2526,,,,,,,V,,V,V,V,V,,,,,,,,
2527,,,,,,,,V,V,V,V,V,,,,,,,,
2528,V,V,,,,,V,V,V,V,,,,,,,,,,
2529,V,V,,,,,V,V,V,,V,,,,,,,,,
2530,V,V,,,,,V,V,V,,,V,,,,,,,,
2531,V,V,,,,,V,V,,V,V,,,,,,,,,
2532,V,V,,,,,V,V,,V,,V,,,,,,,,
2533,V,V,,,,,V,V,,,V,V,,,,,,,,
2534,V,V,,,,,V,,V,V,V,,,,,,,,,
2535,V,V,,,,,V,,V,V,,V,,,,,,,,
2536,V,V,,,,,V,,V,,V,V,,,,,,,,
2537,V,V,,,,,V,,,V,V,V,,,,,,,,
2538,V,V,,,,,,V,V,V,V,,,,,,,,,
2539,V,V,,,,,,V,V,V,,V,,,,,,,,
2540,V,V,,,,,,V,V,,V,V,,,,,,,,
2541,V,V,,,,,,V,,V,V,V,,,,,,,,
2542,V,V,,,,,,,V,V,V,V,,,,,,,,
2543,V,,,,,,V,V,V,V,V,,,,,,,,,
2544,V,,,,,,V,V,V,V,,V,,,,,,,,
2545,V,,,,,,V,V,V,,V,V,,,,,,,,
2546,V,,,,,,V,V,,V,V,V,,,,,,,,
2547,V,,,,,,V,,V,V,V,V,,,,,,,,
2548,V,,,,,,,V,V,V,V,V,,,,,,,,
2549,,V,,,,,V,V,V,V,V,,,,,,,,,
2550,,V,,,,,V,V,V,V,,V,,,,,,,,
2551,,V,,,,,V,V,V,,V,V,,,,,,,,
2552,,V,,,,,V,V,,V,V,V,,,,,,,,
