ID,RoleID,Name,Model,Type,Icon,Animation_Idle,Animation_Hit_1,Animation_Hit_2,Animation_TakeOFF,R18PositionIDs,SFWPositionIDs,Animation_TakeOFF_Idle,TraininRewards,Intimacy,Exp,Description,LockIntimacy,LockItem,Step2LockItem,Step2Rewards,Step2Description,VersionControl
310415,24001,T_TrainingAction_Name_310401,Player/P24_Sex_05,Sex,,P24_stand,,,,R01_05_1-R01_05_2-R02_05_1-R02_05_2-R02_05_3-R02_05_4-R02_05_5,R01_GYM_05_1-R01_GYM_05_2-R02_GYM_05_1-R02_GYM_05_2-R02_GYM_05_3-R02_GYM_05_4-R02_GYM_05_5,,310415-308,,,T_TrainingAction_Description_310001,12,,310415,3104151-308,T_TrainingAction_Step2Description_310401,369-56
310416,26001,T_TrainingAction_Name_310401,Player/P26_Sex_05,Sex,,P26_stand,,,,R01_05_1-R01_05_2-R02_05_1-R02_05_2-R02_05_3-R02_05_4-R02_05_5,R01_GYM_05_1-R01_GYM_05_2-R02_GYM_05_1-R02_GYM_05_2-R02_GYM_05_3-R02_GYM_05_4-R02_GYM_05_5,,310416-308,,,T_TrainingAction_Description_310001,12,,310416,3104161-308,T_TrainingAction_Step2Description_310401,371-56
310417,31001,T_TrainingAction_Name_310401,Player/P31_Sex_05,Sex,,P31_stand,,,,R01_05_1-R01_05_2-R02_05_1-R02_05_2-R02_05_3-R02_05_4-R02_05_5,R01_GYM_05_1-R01_GYM_05_2-R02_GYM_05_1-R02_GYM_05_2-R02_GYM_05_3-R02_GYM_05_4-R02_GYM_05_5,,310417-308,,,T_TrainingAction_Description_310001,12,,310417,3104171-308,T_TrainingAction_Step2Description_310401,376-56
310418,33001,T_TrainingAction_Name_310401,Player/P33_Sex_05,Sex,,P33_stand,,,,R01_05_1-R01_05_2-R02_05_1-R02_05_2-R02_05_3-R02_05_4-R02_05_5,R01_GYM_05_1-R01_GYM_05_2-R02_GYM_05_1-R02_GYM_05_2-R02_GYM_05_3-R02_GYM_05_4-R02_GYM_05_5,,310418-308,,,T_TrainingAction_Description_310001,12,,310418,3104181-308,T_TrainingAction_Step2Description_310401,378-56
310419,29001,T_TrainingAction_Name_310401,Player/P29_Sex_05,Sex,,P29_stand,,,,R01_05_1-R01_05_2-R02_05_1-R02_05_2-R02_05_3-R02_05_4-R02_05_5,R01_GYM_05_1-R01_GYM_05_2-R02_GYM_05_1-R02_GYM_05_2-R02_GYM_05_3-R02_GYM_05_4-R02_GYM_05_5,,310419-308,,,T_TrainingAction_Description_310001,12,,310419,3104191-308,T_TrainingAction_Step2Description_310401,374-56
310420,36001,T_TrainingAction_Name_310401,Player/P36_Sex_05,Sex,,P36_stand,,,,R01_05_1-R01_05_2-R02_05_1-R02_05_2-R02_05_3-R02_05_4-R02_05_5,R01_GYM_05_1-R01_GYM_05_2-R02_GYM_05_1-R02_GYM_05_2-R02_GYM_05_3-R02_GYM_05_4-R02_GYM_05_5,,310420-308,,,T_TrainingAction_Description_310001,12,,310420,3104201-308,T_TrainingAction_Step2Description_310401,381-56
310421,10040001,T_TrainingAction_Name_310401,Player/P40_Sex_05,Sex,,P40_stand,,,,R01_05_1-R01_05_2-R02_05_1-R02_05_2-R02_05_3-R02_05_4-R02_05_5,R01_GYM_05_1-R01_GYM_05_2-R02_GYM_05_1-R02_GYM_05_2-R02_GYM_05_3-R02_GYM_05_4-R02_GYM_05_5,,310421-308,,,T_TrainingAction_Description_310001,12,,310421,3104211-308,T_TrainingAction_Step2Description_310401,385-56
310422,10042001,T_TrainingAction_Name_310401,Player/P42_Sex_05,Sex,,P42_stand,,,,R01_05_1-R01_05_2-R02_05_1-R02_05_2-R02_05_3-R02_05_4-R02_05_5,R01_GYM_05_1-R01_GYM_05_2-R02_GYM_05_1-R02_GYM_05_2-R02_GYM_05_3-R02_GYM_05_4-R02_GYM_05_5,,310422-308,,,T_TrainingAction_Description_310001,12,,310422,3104221-308,T_TrainingAction_Step2Description_310401,387-56
310501,12001,T_TrainingAction_Name_310501,Player/P12_Sex_06,Sex,,P12_stand,,,,R01_06_1-R01_06_2-R02_06_1-R02_06_2-R02_06_3,R01_GYM_06_1-R01_GYM_06_2-R02_GYM_06_1-R02_GYM_06_2-R02_GYM_06_3,,310501-308,,,T_TrainingAction_Description_310001,12,,310501,3105011-308,T_TrainingAction_Step2Description_310318,355-745-56
310502,8001,T_TrainingAction_Name_310501,Player/P08_Sex_06,Sex,,P08_stand,,,,R01_06_1-R01_06_2-R02_06_1-R02_06_2-R02_06_3,R01_GYM_06_1-R01_GYM_06_2-R02_GYM_06_1-R02_GYM_06_2-R02_GYM_06_3,,310502-308,,,T_TrainingAction_Description_310001,12,,310502,3105021-308,T_TrainingAction_Step2Description_310318,746-56
310503,7001,T_TrainingAction_Name_310501,Player/P07_Sex_06,Sex,,P07_stand,,,,R01_06_1-R01_06_2-R02_06_1-R02_06_2-R02_06_3,R01_GYM_06_1-R01_GYM_06_2-R02_GYM_06_1-R02_GYM_06_2-R02_GYM_06_3,,310503-308,,,T_TrainingAction_Description_310001,12,,310503,3105031-308,T_TrainingAction_Step2Description_310318,750-56
310504,13001,T_TrainingAction_Name_310501,Player/P13_Sex_06,Sex,,P13_stand,,,,R01_06_1-R01_06_2-R02_06_1-R02_06_2-R02_06_3,R01_GYM_06_1-R01_GYM_06_2-R02_GYM_06_1-R02_GYM_06_2-R02_GYM_06_3,,310504-308,,,T_TrainingAction_Description_310001,12,,310504,3105041-308,T_TrainingAction_Step2Description_310318,356-751-56
310505,14001,T_TrainingAction_Name_310501,Player/P14_Sex_06,Sex,,P14_stand,,,,R01_06_1-R01_06_2-R02_06_1-R02_06_2-R02_06_3,R01_GYM_06_1-R01_GYM_06_2-R02_GYM_06_1-R02_GYM_06_2-R02_GYM_06_3,,310505-308,,,T_TrainingAction_Description_310001,12,,310505,3105051-308,T_TrainingAction_Step2Description_310318,357-754-56
310506,3001,T_TrainingAction_Name_310501,Player/P03_Sex_06,Sex,,P03_stand,,,,R01_06_1-R01_06_2-R02_06_1-R02_06_2-R02_06_3,R01_GYM_06_1-R01_GYM_06_2-R02_GYM_06_1-R02_GYM_06_2-R02_GYM_06_3,,310506-308,,,T_TrainingAction_Description_310001,12,,310506,3105061-308,T_TrainingAction_Step2Description_310318,755-56
310507,11001,T_TrainingAction_Name_310501,Player/P11_Sex_06,Sex,,P11_stand,,,,R01_06_1-R01_06_2-R02_06_1-R02_06_2-R02_06_3,R01_GYM_06_1-R01_GYM_06_2-R02_GYM_06_1-R02_GYM_06_2-R02_GYM_06_3,,310507-308,,,T_TrainingAction_Description_310001,12,,310507,3105071-308,T_TrainingAction_Step2Description_310318,354-756-56
310508,10001,T_TrainingAction_Name_310501,Player/P10_Sex_06,Sex,,P10_stand,,,,R01_06_1-R01_06_2-R02_06_1-R02_06_2-R02_06_3,R01_GYM_06_1-R01_GYM_06_2-R02_GYM_06_1-R02_GYM_06_2-R02_GYM_06_3,,310508-308,,,T_TrainingAction_Description_310001,12,,310508,3105081-308,T_TrainingAction_Step2Description_310318,353-760-56
310509,1001,T_TrainingAction_Name_310501,Player/P01_Sex_06,Sex,,P01_stand,,,,R01_06_1-R01_06_2-R02_06_1-R02_06_2-R02_06_3,R01_GYM_06_1-R01_GYM_06_2-R02_GYM_06_1-R02_GYM_06_2-R02_GYM_06_3,,310509-308,,,T_TrainingAction_Description_310001,12,,310509,3105091-308,T_TrainingAction_Step2Description_310318,761-56
310510,17001,T_TrainingAction_Name_310501,Player/P17_Sex_06,Sex,,P17_stand,,,,R01_06_1-R01_06_2-R02_06_1-R02_06_2-R02_06_3,R01_GYM_06_1-R01_GYM_06_2-R02_GYM_06_1-R02_GYM_06_2-R02_GYM_06_3,,310510-308,,,T_TrainingAction_Description_310001,12,,310510,3105101-308,T_TrainingAction_Step2Description_310318,360-768-56
310511,6001,T_TrainingAction_Name_310501,Player/P06_Sex_06,Sex,,P06_stand,,,,R01_06_1-R01_06_2-R02_06_1-R02_06_2-R02_06_3,R01_GYM_06_1-R01_GYM_06_2-R02_GYM_06_1-R02_GYM_06_2-R02_GYM_06_3,,310511-308,,,T_TrainingAction_Description_310001,12,,310511,3105111-308,T_TrainingAction_Step2Description_310318,769-56
310512,15001,T_TrainingAction_Name_310501,Player/P15_Sex_06,Sex,,P15_stand,,,,R01_06_1-R01_06_2-R02_06_1-R02_06_2-R02_06_3,R01_GYM_06_1-R01_GYM_06_2-R02_GYM_06_1-R02_GYM_06_2-R02_GYM_06_3,,310512-308,,,T_TrainingAction_Description_310001,12,,310512,3105121-308,T_TrainingAction_Step2Description_310318,358-56
310513,18001,T_TrainingAction_Name_310501,Player/P18_Sex_06,Sex,,P18_stand,,,,R01_06_1-R01_06_2-R02_06_1-R02_06_2-R02_06_3,R01_GYM_06_1-R01_GYM_06_2-R02_GYM_06_1-R02_GYM_06_2-R02_GYM_06_3,,310513-308,,,T_TrainingAction_Description_310001,12,,310513,3105131-308,T_TrainingAction_Step2Description_310318,361-56
310514,91001,T_TrainingAction_Name_310501,Player/P91_Sex_06,Sex,,P91_stand,,,,R01_06_1-R01_06_2-R02_06_1-R02_06_2-R02_06_3,R01_GYM_06_1-R01_GYM_06_2-R02_GYM_06_1-R02_GYM_06_2-R02_GYM_06_3,,310514-308,,,T_TrainingAction_Description_310001,12,,310514,3105141-308,T_TrainingAction_Step2Description_310318,367-56
310515,24001,T_TrainingAction_Name_310501,Player/P24_Sex_06,Sex,,P24_stand,,,,R01_06_1-R01_06_2-R02_06_1-R02_06_2-R02_06_3,R01_GYM_06_1-R01_GYM_06_2-R02_GYM_06_1-R02_GYM_06_2-R02_GYM_06_3,,310515-308,,,T_TrainingAction_Description_310001,12,,310515,3105151-308,T_TrainingAction_Step2Description_310318,369-56
310516,26001,T_TrainingAction_Name_310501,Player/P26_Sex_06,Sex,,P26_stand,,,,R01_06_1-R01_06_2-R02_06_1-R02_06_2-R02_06_3,R01_GYM_06_1-R01_GYM_06_2-R02_GYM_06_1-R02_GYM_06_2-R02_GYM_06_3,,310516-308,,,T_TrainingAction_Description_310001,12,,310516,3105161-308,T_TrainingAction_Step2Description_310318,371-56
310517,25001,T_TrainingAction_Name_310501,Player/P25_Sex_06,Sex,,P25_stand,,,,R01_06_1-R01_06_2-R02_06_1-R02_06_2-R02_06_3,R01_GYM_06_1-R01_GYM_06_2-R02_GYM_06_1-R02_GYM_06_2-R02_GYM_06_3,,310517-308,,,T_TrainingAction_Description_310001,12,,310517,3105171-308,T_TrainingAction_Step2Description_310318,370-56
310518,27001,T_TrainingAction_Name_310501,Player/P27_Sex_06,Sex,,P27_stand,,,,R01_06_1-R01_06_2-R02_06_1-R02_06_2-R02_06_3,R01_GYM_06_1-R01_GYM_06_2-R02_GYM_06_1-R02_GYM_06_2-R02_GYM_06_3,,310518-308,,,T_TrainingAction_Description_310001,12,,310518,3105181-308,T_TrainingAction_Step2Description_310318,372-56-59
310519,32001,T_TrainingAction_Name_310501,Player/P32_Sex_06,Sex,,P32_stand,,,,R01_06_1-R01_06_2-R02_06_1-R02_06_2-R02_06_3,R01_GYM_06_1-R01_GYM_06_2-R02_GYM_06_1-R02_GYM_06_2-R02_GYM_06_3,,310519-308,,,T_TrainingAction_Description_310001,12,,310519,3105191-308,T_TrainingAction_Step2Description_310318,377-56
310520,34001,T_TrainingAction_Name_310501,Player/P34_Sex_06,Sex,,P34_stand,,,,R01_06_1-R01_06_2-R02_06_1-R02_06_2-R02_06_3,R01_GYM_06_1-R01_GYM_06_2-R02_GYM_06_1-R02_GYM_06_2-R02_GYM_06_3,,310520-308,,,T_TrainingAction_Description_310001,12,,310520,3105201-308,T_TrainingAction_Step2Description_310318,379-56
310521,31001,T_TrainingAction_Name_310501,Player/P31_Sex_06,Sex,,P31_stand,,,,R01_06_1-R01_06_2-R02_06_1-R02_06_2-R02_06_3,R01_GYM_06_1-R01_GYM_06_2-R02_GYM_06_1-R02_GYM_06_2-R02_GYM_06_3,,310521-308,,,T_TrainingAction_Description_310001,12,,310521,3105211-308,T_TrainingAction_Step2Description_310318,376-56
310522,37001,T_TrainingAction_Name_310501,Player/P37_Sex_06,Sex,,P37_stand,,,,R01_06_1-R01_06_2-R02_06_1-R02_06_2-R02_06_3,R01_GYM_06_1-R01_GYM_06_2-R02_GYM_06_1-R02_GYM_06_2-R02_GYM_06_3,,310522-308,,,T_TrainingAction_Description_310001,12,,310522,3105221-308,T_TrainingAction_Step2Description_310318,382-56
310523,38001,T_TrainingAction_Name_310501,Player/P38_Sex_06,Sex,,P38_stand,,,,R01_06_1-R01_06_2-R02_06_1-R02_06_2-R02_06_3,R01_GYM_06_1-R01_GYM_06_2-R02_GYM_06_1-R02_GYM_06_2-R02_GYM_06_3,,310523-308,,,T_TrainingAction_Description_310001,12,,310523,3105231-308,T_TrainingAction_Step2Description_310318,383-56
310524,36001,T_TrainingAction_Name_310501,Player/P36_Sex_06,Sex,,P36_stand,,,,R01_06_1-R01_06_2-R02_06_1-R02_06_2-R02_06_3,R01_GYM_06_1-R01_GYM_06_2-R02_GYM_06_1-R02_GYM_06_2-R02_GYM_06_3,,310524-308,,,T_TrainingAction_Description_310001,12,,310524,3105241-308,T_TrainingAction_Step2Description_310318,529-381-56
320101,1001,T_TrainingAction_Name_320101,Player/P01_Sex_02_1,Sex,,P01_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320101-308,,,T_TrainingAction_Description_320101,,320101,320101,3201011-308,T_TrainingAction_Description_320101,292-108-56
320102,5001,T_TrainingAction_Name_320101,Player/P05_Sex_02_1,Sex,,P05_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320102-308,,,T_TrainingAction_Description_320101,,320102,320102,3201021-308,T_TrainingAction_Description_320101,293-108-56
320103,7001,T_TrainingAction_Name_320101,Player/P07_Sex_02_1,Sex,,P07_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320103-308,,,T_TrainingAction_Description_320101,,320103,320103,3201031-308,T_TrainingAction_Description_320101,294-108-56
320104,8001,T_TrainingAction_Name_320101,Player/P08_Sex_02_1,Sex,,P08_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320104-308,,,T_TrainingAction_Description_320101,,320104,320104,3201041-308,T_TrainingAction_Description_320101,314-108-56
320105,3001,T_TrainingAction_Name_320101,Player/P03_Sex_02_1,Sex,,P03_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320105-308,,,T_TrainingAction_Description_320101,,320105,320105,3201051-308,T_TrainingAction_Description_320101,311-108-56
320106,4001,T_TrainingAction_Name_320101,Player/P04_Sex_02_1,Sex,,P04_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320106-308,,,T_TrainingAction_Description_320101,,320106,320106,3201061-308,T_TrainingAction_Description_320101,312-108-56
320107,6001,T_TrainingAction_Name_320101,Player/P06_Sex_02_1,Sex,,P06_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320107-308,,,T_TrainingAction_Description_320101,,320107,320107,3201071-308,T_TrainingAction_Description_320101,313-108-56
320108,2001,T_TrainingAction_Name_320101,Player/P02_Sex_02_1,Sex,,P02_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320108-308,,,T_TrainingAction_Description_320101,,320108,320108,3201081-308,T_TrainingAction_Description_320101,310-108-56
320109,11001,T_TrainingAction_Name_320101,Player/P11_Sex_02_1,Sex,,P11_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320109-308,,,T_TrainingAction_Description_320101,,320109,320109,3201091-308,T_TrainingAction_Description_320101,317-108-56
320110,9001,T_TrainingAction_Name_320101,Player/P09_Sex_02_1,Sex,,P09_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320110-308,,,T_TrainingAction_Description_320101,,320110,320110,3201101-308,T_TrainingAction_Description_320101,315-108-56
320111,10001,T_TrainingAction_Name_320101,Player/P10_Sex_02_1,Sex,,P10_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320111-308,,,T_TrainingAction_Description_320101,,320111,320111,3201111-308,T_TrainingAction_Description_320101,316-108-56
320112,12001,T_TrainingAction_Name_320101,Player/P12_Sex_02_1,Sex,,P12_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320112-308,,,T_TrainingAction_Description_320101,,320112,320112,3201121-308,T_TrainingAction_Description_320101,318-108-56
320113,13001,T_TrainingAction_Name_320101,Player/P13_Sex_02_1,Sex,,P13_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320113-308,,,T_TrainingAction_Description_320101,,320113,320113,3201131-308,T_TrainingAction_Description_320101,321-108-56
320114,14001,T_TrainingAction_Name_320101,Player/P14_Sex_02_1,Sex,,P14_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320114-308,,,T_TrainingAction_Description_320101,,320114,320114,3201141-308,T_TrainingAction_Description_320101,322-108-56
320115,15001,T_TrainingAction_Name_320101,Player/P15_Sex_02_1,Sex,,P15_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320115-308,,,T_TrainingAction_Description_320101,,320115,320115,3201151-308,T_TrainingAction_Description_320101,323-108-56
320116,16001,T_TrainingAction_Name_320101,Player/P16_Sex_02_1,Sex,,P16_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320116-308,,,T_TrainingAction_Description_320101,,320116,320116,3201161-308,T_TrainingAction_Description_320101,331-108-56
320117,17001,T_TrainingAction_Name_320101,Player/P17_Sex_02_1,Sex,,P17_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320117-308,,,T_TrainingAction_Description_320101,,320117,320117,3201171-308,T_TrainingAction_Description_320101,334-108-56
320118,18001,T_TrainingAction_Name_320101,Player/P18_Sex_02_1,Sex,,P18_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320118-308,,,T_TrainingAction_Description_320101,,320118,320118,3201181-308,T_TrainingAction_Description_320101,338-108-56
320119,19001,T_TrainingAction_Name_320101,Player/P19_Sex_02_1,Sex,,P19_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320119-308,,,T_TrainingAction_Description_320101,,320119,320119,3201191-308,T_TrainingAction_Description_320101,340-108-56
320120,20001,T_TrainingAction_Name_320101,Player/P20_Sex_02_1,Sex,,P20_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320120-308,,,T_TrainingAction_Description_320101,,320120,320120,3201201-308,T_TrainingAction_Description_320101,342-108-56
320121,21001,T_TrainingAction_Name_320101,Player/P21_Sex_02_1,Sex,,P21_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320121-308,,,T_TrainingAction_Description_320101,,320121,320121,3201211-308,T_TrainingAction_Description_320101,344-108-56
320122,22001,T_TrainingAction_Name_320101,Player/P22_Sex_02_1,Sex,,P22_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320122-308,,,T_TrainingAction_Description_320101,,320122,320122,3201221-308,T_TrainingAction_Description_320101,346-108-56
320123,23001,T_TrainingAction_Name_320101,Player/P23_Sex_02_1,Sex,,P23_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320123-308,,,T_TrainingAction_Description_320101,,320123,320123,3201231-308,T_TrainingAction_Description_320101,503-108-56
320190,90001,T_TrainingAction_Name_320101,Player/P90_Sex_02_1,Sex,,P90_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320190-308,,,T_TrainingAction_Description_320101,,320190,320190,3201901-308,T_TrainingAction_Description_320101,348-108-56
320191,91001,T_TrainingAction_Name_320101,Player/P91_Sex_02_1,Sex,,P91_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320191-308,,,T_TrainingAction_Description_320101,,320191,320191,3201911-308,T_TrainingAction_Description_320101,501-108-56
320124,24001,T_TrainingAction_Name_320101,Player/P24_Sex_02_1,Sex,,P24_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320124-308,,,T_TrainingAction_Description_320101,,320124,320124,3201241-308,T_TrainingAction_Description_320101,505-108-56
320125,25001,T_TrainingAction_Name_320101,Player/P25_Sex_02_1,Sex,,P25_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320125-308,,,T_TrainingAction_Description_320101,,320125,320125,3201251-308,T_TrainingAction_Description_320101,507-108-56
320126,26001,T_TrainingAction_Name_320101,Player/P26_Sex_02_1,Sex,,P26_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320126-308,,,T_TrainingAction_Description_320101,,320126,320126,3201261-308,T_TrainingAction_Description_320101,509-108-56
320127,27001,T_TrainingAction_Name_320101,Player/P27_Sex_02_1,Sex,,P27_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320127-308,,,T_TrainingAction_Description_320101,,320127,320127,3201271-308,T_TrainingAction_Description_320101,511-108-56-59
320128,28001,T_TrainingAction_Name_320101,Player/P28_Sex_02_1,Sex,,P28_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320128-308,,,T_TrainingAction_Description_320101,,320128,320128,3201281-308,T_TrainingAction_Description_320101,513-108-56
320129,29001,T_TrainingAction_Name_320101,Player/P29_Sex_02_1,Sex,,P29_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320129-308,,,T_TrainingAction_Description_320101,,320129,320129,3201291-308,T_TrainingAction_Description_320101,515-108-56
320130,30001,T_TrainingAction_Name_320101,Player/P30_Sex_02_1,Sex,,P30_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320130-308,,,T_TrainingAction_Description_320101,,320130,320130,3201301-308,T_TrainingAction_Description_320101,517-108-56
320131,31001,T_TrainingAction_Name_320101,Player/P31_Sex_02_1,Sex,,P31_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320131-308,,,T_TrainingAction_Description_320101,,320131,320131,3201311-308,T_TrainingAction_Description_320101,519-108-56
320132,32001,T_TrainingAction_Name_320101,Player/P32_Sex_02_1,Sex,,P32_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320132-308,,,T_TrainingAction_Description_320101,,320132,320132,3201321-308,T_TrainingAction_Description_320101,521-108-56
