ID,ShowID,Highlight,Role1,RoleMotion1,RoleScale1,RoleColor1,RoleEffects1,Role2,RoleMotion2,RoleScale2,RoleColor2,RoleEffects2,Role3,RoleMotion3,RoleScale3,RoleColor3,RoleEffects3,Sound,Music,DialogImagePerfab,ShowType,Speaker,Dialog,CantSkip,DialogType
P001_N_1_15,,,,,,,,,,,,,P001_000_Sad,,,,,player/Player/R18_P01_01/P001_Hit_01,,,,T_Dialog_Speaker_P001_1_14,T_Dialog_Dialog_P001_N_1_15,,
P001_N_1_16,,,,,,,,,,,,,,,,#8e8e8eFF,,,BGM02,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_1_16,,
P001_N_1_17,,,,,,,,,,,,,P001_000_Surprise,,,#FFFFFFFF,,player/Player/R18_P01_01/P001_general_05,,,,T_Dialog_Speaker_P001_1_14,T_Dialog_Dialog_P001_N_1_17,,
P001_N_1_18,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_1_18,,
P001_N_1_19,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_1_19,,
P001_N_1_20,,,,,,,,,,,,,P001_000_Sad,,,#FFFFFFFF,,,,,,T_Dialog_Speaker_P001_1_14,T_Dialog_Dialog_P001_N_1_20,,
P001_N_1_21,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_1_21,,
P001_N_1_22,,,,,,,,,,,,,,,,#FFFFFFFF,,,,,,T_Dialog_Speaker_P001_1_14,T_Dialog_Dialog_P001_4_5,,
P001_N_1_23,,,,,,,,,,,,,P001_000_Laugh,,,,,player/Player/R18_P01_01/P001_general_06,,,,T_Dialog_Speaker_P001_1_14,T_Dialog_Dialog_P001_N_1_23,,
P001_N_1_24,,,,,,,,,,,,,no,,,,,,,Icon/Images01_BG/BG_Black,,,T_Dialog_Speaker_P001_1_3,,
P001_N_1_25,,,,,,,,,,,,,P001_000_Normal,,,#8e8e8eFF,,,,Icon/Images01_BG/S001_3,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_1_25,,
P001_N_1_26,,,,,,,,,,,,,,,,#FFFFFFFF,,player/Player/R18_P01_01/P001_general_02,,,,T_Dialog_Speaker_P001_1_14,T_Dialog_Dialog_P001_N_1_26,,
P001_N_1_27,,,,,,,,,,,,,no,,,,,,,,,,T_Dialog_Dialog_P001_N_1_27,,
P001_N_1_28,,,,,,,,,,,,,P000_001,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_1_28,,
P001_N_1_29,,,,,,,,,,,,,P000_001,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_1_29,,
P001_N_1_30,,,,,,,,,,,,,no,,,,,,,,,,T_Dialog_Dialog_P001_N_1_30,,
P001_N_1_31,,,,,,,,,,,,,P001_000_Sad,sleft,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P001_N_1_31,,
P001_N_2_1,P001_N_2,,,,,,,,,,,,,,,,,,BGM00,Icon/Images01_BG/BG_Black,,,T_Dialog_Dialog_P001_N_2_1,,
P001_N_2_2,,,,,,,,,,,,,P000_001,,,,,,,Icon/Images01_BG/S005,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_2_2,,
P001_N_2_3,,,,,,,,,,,,,,,,,,player/Player/R18_P06_01/P006_general_01,,,,T_Dialog_Speaker_P001_1_2,T_Dialog_Dialog_P001_N_2_3,,
P001_N_2_4,,,,,,,,,,,,,,,,,,player/Player/R18_P01_01/P001_general_02,,,,T_Dialog_Speaker_P001_1_14,T_Dialog_Dialog_P001_N_2_4,,
P001_N_2_5,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_2_5,,
P001_N_2_6,,,P006_000_Normal,,,#FFFFFFFF,,P001_000_Angry,,,#FFFFFFFF,,no,,,,,,bgm_scene_10,Icon/Images01_BG/S001,,,T_Dialog_Dialog_P001_N_2_6,,
P001_N_2_7,,,,,,,,P001_000_Sad,,,,,,,,,,player/Player/R18_P01_01/P001_Sex_04,,,,,T_Dialog_Dialog_P001_N_2_7,,
P001_N_2_8,,,,,,#8e8e8eFF,,,,,#8e8e8eFF,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_2_8,,
P001_N_2_9,,,P006_000_Hate,,,#FFFFFFFF,,,,,,,,,,,,player/Player/R18_P06_01/P006_general_05,,,,T_Dialog_Speaker_P001_1_2,T_Dialog_Dialog_P001_N_2_9,,
P001_N_2_10,,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P001_N_2_10,,
P001_N_2_11,,,P006_000_Lovely,,,,,,,,,,,,,,,player/Player/R18_P06_01/P006_general_04,,,,T_Dialog_Speaker_P001_1_2,T_Dialog_Dialog_P001_N_2_11,,
P001_N_2_12,,,,,,#8e8e8eFF,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_2_12,,
P001_N_2_13,,,P006_000_Normal,,,#FFFFFFFF,,,,,,,,,,,,player/Player/R18_P06_01/P006_C01,,,,T_Dialog_Speaker_P001_1_2,T_Dialog_Dialog_P001_N_2_13,,
P001_N_2_14,,,,,,#8e8e8eFF,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_2_14,,
P001_N_2_15,,,,,,,,P001_000_Surprise,shake,,#FFFFFFFF,,,,,,,player/Player/R18_P01_01/P001_general_05,,,,T_Dialog_Speaker_P001_1_14,T_Dialog_Dialog_P001_N_2_15,,
P001_N_2_16,,,P006_000_Laugh,,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,player/Player/R18_P06_01/P006_general_04,,,,T_Dialog_Speaker_P001_1_2,T_Dialog_Dialog_P001_N_2_16,,
P001_N_2_17,,,,,,#8e8e8eFF,,P001_000_Sad,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_2_17,,
P001_N_2_18,,,P006_000_Lovely,,,#FFFFFFFF,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_2,T_Dialog_Dialog_P001_N_2_18,,
P001_N_2_19,,,,,,#8e8e8eFF,,P001_000_Shy,,,#FFFFFFFF,,,,,,,,,,,T_Dialog_Speaker_P001_1_14,T_Dialog_Dialog_P001_4_5,,
P001_N_2_20,,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P001_N_2_20,,
P001_N_2_21,,,,,,,,,,,#8e8e8eFF,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_2_21,,
P001_N_2_22,,,P006_000_Surprise,shake,,#FFFFFFFF,,,,,,,,,,,,player/Player/R18_P06_01/P006_general_06,,,,T_Dialog_Speaker_P001_1_2,T_Dialog_Dialog_P001_N_2_22,,
P001_N_2_23,,,,,,#8e8e8eFF,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_2_23,,
P001_N_2_24,,,P006_000_Hate,,,#FFFFFFFF,,,,,,,,,,,,player/Player/R18_P06_01/P006_general_07,,,,T_Dialog_Speaker_P001_1_2,T_Dialog_Dialog_P001_N_2_24,,
P001_N_2_25,,,no,,,,,no,,,,,P001_000_Normal,,,#FFFFFFFF,,,,,,,T_Dialog_Dialog_P001_N_2_25,,
P001_N_2_26,,,,,,,,,,,,,,,,#8e8e8eFF,,,BGM02,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_2_26,,
P001_N_2_27,,,,,,,,,,,,,,,,#FFFFFFFF,,,,,,,T_Dialog_Dialog_P001_N_2_27,,
P001_N_2_28,,,,,,,,,,,,,P001_000_Shy,,,,,player/Player/R18_P01_01/P001_general_06,,,,T_Dialog_Speaker_P001_1_14,T_Dialog_Dialog_P001_N_2_28,,
P001_N_2_29,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_2_29,,
P001_N_2_30,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_2_30,,
P001_N_2_31,,,,,,,,,,,,,P001_000_Surprise,,,#FFFFFFFF,,,,,,,T_Dialog_Dialog_P001_N_2_31,,
P001_N_2_32,,,,,,,,,,,,,P001_000_Normal,,1.3,,,,,,,,T_Dialog_Dialog_P001_N_2_32,,
P001_N_2_33,,,,,,,,,,,,,P001_000_Shy,,1,,,,,,,T_Dialog_Speaker_P001_1_14,T_Dialog_Dialog_P001_4_5,,
P001_N_2_34,,,,,,,,,,,,,no,,,,,,,,,,T_Dialog_Dialog_P001_N_2_34,,
P001_N_2_35,,,,,,,,,,,,,P000_001,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_2_35,,
P001_N_2_36,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P001_N_2_36,,
P001_N_3_1,P001_N_3,,,,,,,,,,,,,,,,,,bgm_scene_10,Icon/Images01_BG/S001,,,T_Dialog_Dialog_P001_N_3_1,,
P001_N_3_2,,,,,,,,,,,,,P000_001,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_3_2,,
P001_N_3_3,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_3_3,,
P001_N_3_4,,,,,,,,,,,,,,shake,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_3_4,,
P001_N_3_5,,,,,,,,,,,,,P001_000_Normal,,,,,player/Player/R18_P01_01/P001_general_01,,,,T_Dialog_Speaker_P001_1_14,T_Dialog_Dialog_P001_N_3_5,,
P001_N_3_6,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_3_6,,
P001_N_3_7,,,,,,,,,,,,,P001_000_Surprise,,,,,,,,,,T_Dialog_Dialog_P001_N_3_7,,
P001_N_3_8,,,,,,,,,,,,,P001_000_Laugh,,,,,player/Player/R18_P01_01/P001_general_04,,,,T_Dialog_Speaker_P001_1_14,T_Dialog_Dialog_P001_N_3_8,,
P001_N_3_9,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_3_9,,
P001_N_3_10,,,,,,,,,,,,,P001_000_Sad,,,,,,,,,T_Dialog_Speaker_P001_1_14,T_Dialog_Dialog_P001_N_3_10,,
P001_N_3_11,,,,,,,,,,,,,no,,,,,,,Icon/Images01_BG/BG_Black,,,T_Dialog_Speaker_P001_1_3,,
P001_N_3_12,,,,,,,,,,,,,P001_000_Shy,,,,,,,Icon/Images01_BG/S001,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_3_12,,
P001_N_3_13,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_14,T_Dialog_Dialog_P001_N_3_13,,
P001_N_3_14,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_3_14,,
P001_N_3_15,,,,,,,,,,,,,P001_000_Sad,,,,,,,,,T_Dialog_Speaker_P001_1_14,T_Dialog_Dialog_P001_N_3_15,,
P001_N_3_16,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_3_16,,
P001_N_3_17,,,,,,,,,,,,,P001_000_Angry,,,,,player/Player/R18_P01_01/P001_Hit_02,,,,T_Dialog_Speaker_P001_1_14,T_Dialog_Dialog_P001_N_3_17,,
P001_N_3_18,,,,,,,,,,,,,P001_000_Sad,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_3_18,,
P001_N_3_19,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_3_19,,
P001_N_3_20,,,,,,,,,,,,,P001_000_Surprise,shake,,,,player/Player/R18_P01_01/P001_general_05,,,,T_Dialog_Speaker_P001_1_14,T_Dialog_Dialog_P001_N_3_20,,
P001_N_3_21,,,,,,,,,,,,,P001_000_Laugh,,,,,,,,,T_Dialog_Speaker_P001_1_14,T_Dialog_Dialog_P001_N_3_21,,
P001_N_3_22,,,P000_001,,,,,P001_000_Normal,,,,,no,,,,,,BGM03,Icon/Images01_BG/S023,,,T_Dialog_Dialog_P001_N_3_22,,
P001_N_3_23,,,,,,#8e8e8eFF,,,,,#8e8e8eFF,,,,,,,,,,,T_Dialog_Speaker_P001_N_3_23,T_Dialog_Dialog_P001_N_3_23,,
P001_N_3_24,,,,,,#FFFFFFFF,,P001_000_Sad,,,#FFFFFFFF,,,,,,,,,,,,T_Dialog_Dialog_P001_N_3_24,,
P001_N_3_25,,,,,,,,P001_000_Normal,,,#8e8e8eFF,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_3_25,,
P001_N_3_26,,,,,,#8e8e8eFF,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_N_3_23,T_Dialog_Dialog_P001_N_3_26,,
P001_N_3_27,,,,,,#FFFFFFFF,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_3_27,,
P001_N_3_28,,,,,,#8e8e8eFF,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_N_3_23,T_Dialog_Dialog_P001_N_3_28,,
P001_N_3_29,,,no,,,,,no,,,,,,,,,,,BGM02,Icon/Images01_BG/BG_Black,,,T_Dialog_Dialog_P001_N_3_29,,
P001_N_3_30,,,,,,,,,,,,,P001_000_Normal,,,,,player/Player/R18_P01_01/P001_general_06,,Icon/Images01_BG/S003,,T_Dialog_Speaker_P001_1_14,T_Dialog_Dialog_P001_N_3_30,,
P001_N_3_31,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_3_31,,
P001_N_3_32,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_3_32,,
P001_N_3_33,,,,,,,,,,,,,P001_000_Surprise,,,#FFFFFFFF,,player/Player/R18_P01_01/P001_general_05,,,,T_Dialog_Speaker_P001_1_14,T_Dialog_Dialog_P001_N_3_33,,
P001_N_3_34,,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P001_N_3_34,,
P001_N_3_35,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_3_35,,
P001_N_3_36,,,,,,,,,,,,,P001_000_Normal,,,#FFFFFFFF,,,,,,T_Dialog_Speaker_P001_1_14,T_Dialog_Dialog_P001_N_3_36,,
P001_N_3_37,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P001_N_3_37,,
P001_N_3_38,,,,,,,,,,,,,P001_000_Shy,,,#FFFFFFFF,,player/Player/R18_P01_01/P001_general_04,,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P001_N_3_38,,
P002_1_1,P002_1,,,,,,,,,,,,P002_000_Laugh,,,#FFFFFFFF,,,BGM03,Icon/Images01_BG/S001,,T_Dialog_Speaker_P001_1_1,T_Dialog_Dialog_P002_1_1,,
P002_1_2,,,,,,,,,,,,,P006_000_Laugh,,,,,player/Player/R18_P06_01/P006_general_04,,,,T_Dialog_Speaker_P001_1_2,T_Dialog_Dialog_P002_1_2,,
P002_1_3,,,,,,,,,,,,,no,,,,,,,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P002_1_3,,
P002_1_4,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P002_1_4,,
P002_1_5,,,,,,,,,,,,,P002_000_Normal,,,#FFFFFFFF,,player/Player/R18_P02_01/P002_Choice_01,,,,T_Dialog_Speaker_P001_1_1,T_Dialog_Dialog_P002_1_5,,
P002_1_6,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P002_1_6,,
P002_1_7,,,,,,,,,,,,,P002_000_Helpless,,,#FFFFFFFF,,player/Player/R18_P02_01/P002_general_05,,,,T_Dialog_Speaker_P001_1_1,T_Dialog_Dialog_P002_1_7,,
P002_1_8,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P002_1_8,,
P002_1_9,,,,,,,,,,,,,P002_000_Laugh,,,#FFFFFFFF,,player/Player/R18_P02_01/P002_Live_02,,,,T_Dialog_Speaker_P001_1_1,T_Dialog_Dialog_P002_1_9,,
P002_1_10,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P002_1_10,,
P002_1_11,,,,,,,,,,,,,no,,,,,,,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P002_1_11,,
P002_1_12,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P002_1_12,,
P002_1_13,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P002_1_13,,
P002_1_14,,,,,,,,,,,,,P001_000_Laugh,,,#FFFFFFFF,,player/Player/R18_P01_01/P001_general_04,,,,T_Dialog_Speaker_P001_1_14,T_Dialog_Dialog_P002_1_14,,
P002_1_15,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P002_1_15,,
P002_1_16,,,,,,,,,,,,,P001_000_Normal,,,#FFFFFFFF,,player/Player/R18_P01_01/P001_general_02,,,,T_Dialog_Speaker_P001_1_14,T_Dialog_Dialog_P002_1_16,,
P002_1_17,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P002_1_17,,
P002_1_18,,,,,,,,,,,,,no,,,,,,,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P001_4_5,,
P002_1_19,,,,,,,,,,,,,,,,,,,BGM01,Icon/Images01_BG/S013,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P002_1_19,,
P002_1_20,,,,,,,,,,,,,,,,,,,,Icon/Images01_BG/S001,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P002_1_20,,
P002_1_21,,,,,,,,,,,,,,,,,,player/Player/R18_P02_01/P002_C01,,,,T_Dialog_Speaker_P002_1_21,T_Dialog_Dialog_P002_1_21,,
P002_1_22,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P002_1_22,,
P002_1_23,,,,,,,,,,,,,P002_000_Serious,,,#FFFFFFFF,,,,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P002_1_23,,
P002_1_24,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P002_1_24,,
P002_1_25,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P002_1_25,,
P002_1_26,,,,,,,,,,,,,P002_000_Surprise,,,#FFFFFFFF,,player/Player/R18_P02_01/P002_general_05,,,,T_Dialog_Speaker_P001_1_1,T_Dialog_Dialog_P001_N_3_33,,
P002_1_27,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P002_1_27,,
P002_1_28,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P002_1_28,,
P002_1_29,,,,,,,,,,,,,P002_000_Shy,,,#FFFFFFFF,,,,,,T_Dialog_Speaker_P001_1_1,T_Dialog_Dialog_P002_1_29,,
P002_1_30,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P002_1_30,,
P002_1_31,,,,,,,,,,,,,P002_000_Laugh,,,#FFFFFFFF,,player/Player/R18_P02_01/P002_Victory_01,,,,T_Dialog_Speaker_P001_1_1,T_Dialog_Dialog_P002_1_31,,
P002_1_32,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P002_1_32,,
P002_1_33,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P002_1_33,,
P002_1_34,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P002_1_34,,
P002_1_35,,,,,,,,,,,,,P002_000_Serious,,,#FFFFFFFF,,player/Player/R18_P02_01/P002_Kill_02,,,,T_Dialog_Speaker_P001_1_1,T_Dialog_Dialog_P002_1_35,,
P002_1_36,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P002_1_36,,
P002_1_37,,,,,,,,,,,,,no,,,,,,,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P002_1_37,,
P002_1_38,,,,,,,,,,,,,,,,,,,BGM02,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P002_1_38,,
P002_1_39,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P002_1_39,,
P002_1_40,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P002_1_40,,
P002_1_41,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P002_1_41,,
P002_1_42,,,,,,,,,,,,,P002_000_Laugh,,,#FFFFFFFF,,player/Player/R18_P02_01/P002_Choice_01,,,,T_Dialog_Speaker_P001_1_1,T_Dialog_Dialog_P002_1_42,,
P002_1_43,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P002_1_43,,
P002_1_44,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P002_1_44,,
P002_1_45,,,,,,,,,,,,,P002_000_Helpless,,,#FFFFFFFF,,player/Player/R18_P02_01/P002_general_05,,,,T_Dialog_Speaker_P001_1_1,T_Dialog_Dialog_P002_1_45,,
P002_1_46,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P002_1_46,,
P002_1_47,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P002_1_47,,
P002_1_48,,,,,,,,,,,,,P002_000_Laugh,,,#FFFFFFFF,,player/Player/R18_P02_01/P002_general_04,,,,T_Dialog_Speaker_P001_1_1,T_Dialog_Dialog_P002_1_48,,
P002_1_49,,,,,,,,,,,,,no,,,,,,,Icon/Images01_BG/S013,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P002_1_49,,
P002_1_50,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P002_1_50,,
P002_2_1,P002_2,,,,,,,,,,,,,,,,,,BGM01,Icon/Images01_BG/S002,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P002_2_1,,
P002_2_2,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P002_2_2,,
P002_2_3,,,,,,,,,,,,,P002_000_Laugh,,,#FFFFFFFF,,player/Player/R18_P02_01/P002_general_03,,,,T_Dialog_Speaker_P001_1_1,T_Dialog_Dialog_P002_2_3,,
P002_2_4,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P002_2_4,,
P002_2_5,,,,,,,,,,,,,no,,,,,,,,,T_Dialog_Speaker_P002_2_5,T_Dialog_Dialog_P002_2_5,,
P002_2_6,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P002_2_5,T_Dialog_Dialog_P002_2_6,,
P002_2_7,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P002_2_5,T_Dialog_Dialog_P002_2_7,,
P002_2_8,,,,,,,,,,,,,P002_000_Serious,,,#FFFFFFFF,,player/Player/R18_P02_01/P002_Choice_01,,,,T_Dialog_Speaker_P001_1_1,T_Dialog_Dialog_P002_2_8,,
P002_2_9,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P002_2_9,,
P002_2_10,,,,,,,,,,,,,no,,,,,,,,,T_Dialog_Speaker_P002_2_5,T_Dialog_Dialog_P002_2_10,,
P002_2_11,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P002_2_11,,
P002_2_12,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P002_2_12,,
P002_2_13,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P002_2_5,T_Dialog_Dialog_P002_2_13,,
P002_2_14,,,,,,,,,,,,,,,,,,,BGM04,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P002_2_14,,
P002_2_15,,,,,,,,,,,,,P002_000_Surprise,shake,,#FFFFFFFF,,player/Player/R18_P02_01/P002_general_06,,,,T_Dialog_Speaker_P001_1_1,T_Dialog_Dialog_P002_2_15,,
P002_2_16,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P002_2_16,,
P002_2_17,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P002_2_17,,
P002_2_18,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P002_2_18,,
P002_2_19,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P002_2_19,,
P002_2_20,,,,,,,,,,,,,no,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P002_2_20,,
P002_2_21,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P002_2_21,,
P002_2_22,,,,,,,,,,,,,P002_000_Serious,,,#FFFFFFFF,,,,,,T_Dialog_Speaker_P001_1_1,T_Dialog_Dialog_P001_4_5,,
P002_2_23,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P002_2_23,,
P002_2_24,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P002_2_24,,
P002_2_25,,,,,,,,,,,,,P002_000_Normal,,,#FFFFFFFF,,player/Player/R18_P02_01/P002_Fail_02,,,,T_Dialog_Speaker_P001_1_1,T_Dialog_Dialog_P002_2_25,,
P002_2_26,,,,,,,,,,,,,no,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P002_2_26,,
P002_2_27,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_3,T_Dialog_Dialog_P002_2_27,,
